neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Bronx,Fordham,Shared room,22,1,1,0.83,1,11
Manhattan,Midtown,Entire home/apt,459,2,0,1.3732214298586618,1,136
Brooklyn,Bedford-Stuyvesant,Private room,55,2,22,5.2,1,45
Manhattan,Hell's Kitchen,Entire home/apt,139,2,121,5.35,1,82
Bronx,Parkchester,Private room,59,1,120,3.11,2,336
Manhattan,Murray Hill,Entire home/apt,222,30,1,0.09,50,365
Brooklyn,Fort Greene,Private room,179,2,6,0.3,1,0
Brooklyn,Park Slope,Entire home/apt,130,2,24,3.27,1,2
Brooklyn,Williamsburg,Entire home/apt,170,2,77,5.54,1,10
Brooklyn,East Flatbush,Entire home/apt,85,1,183,7.65,1,120
Manhattan,Upper East Side,Entire home/apt,115,14,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Entire home/apt,115,14,1,0.03,1,0
Manhattan,Lower East Side,Entire home/apt,311,3,31,0.41,1,28
Manhattan,Midtown,Private room,699,3,3,0.09,12,365
Queens,Ditmars Steinway,Private room,40,3,95,1.75,1,336
Brooklyn,Williamsburg,Private room,55,1,14,4.47,1,295
Manhattan,Hell's Kitchen,Entire home/apt,290,3,2,1.13,3,8
Queens,Sunnyside,Entire home/apt,249,1,6,0.18,4,365
Brooklyn,East Flatbush,Private room,45,5,2,1.07,5,159
Manhattan,Harlem,Entire home/apt,150,3,6,1.59,1,10
Brooklyn,Midwood,Entire home/apt,85,7,1,0.04,1,0
Brooklyn,Bushwick,Entire home/apt,125,7,25,0.41,1,270
Queens,Astoria,Private room,49,1,19,0.96,1,0
Brooklyn,Bushwick,Private room,90,1,2,0.25,1,29
Queens,Ditmars Steinway,Entire home/apt,100,3,93,3.03,1,12
Manhattan,East Village,Entire home/apt,140,2,19,1.76,1,18
Manhattan,Financial District,Entire home/apt,216,2,9,2.23,327,332
Brooklyn,South Slope,Entire home/apt,162,2,123,3.47,1,282
Queens,Ridgewood,Entire home/apt,60,6,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,58,2,4,2.35,5,168
Manhattan,Upper West Side,Entire home/apt,350,7,1,0.09,1,292
Manhattan,Financial District,Entire home/apt,222,2,1,0.73,327,315
Manhattan,Upper West Side,Private room,125,1,25,0.28,1,311
Manhattan,Midtown,Entire home/apt,165,2,11,0.21,1,0
Brooklyn,Flatbush,Entire home/apt,50,21,0,1.3732214298586618,1,0
Manhattan,Chelsea,Entire home/apt,300,4,0,1.3732214298586618,1,16
Manhattan,East Harlem,Private room,150,1,0,1.3732214298586618,1,7
Manhattan,Lower East Side,Entire home/apt,179,10,0,1.3732214298586618,1,313
Manhattan,Hell's Kitchen,Entire home/apt,97,2,1,1.0,1,8
Queens,Astoria,Private room,75,2,4,0.29,1,0
Brooklyn,Crown Heights,Private room,30,5,2,0.33,1,0
Brooklyn,East Flatbush,Entire home/apt,185,6,60,3.22,2,112
Manhattan,Murray Hill,Private room,40,5,0,1.3732214298586618,1,0
Brooklyn,Park Slope,Private room,75,1,41,3.05,2,54
Manhattan,Harlem,Entire home/apt,145,2,64,0.91,1,132
Manhattan,Upper East Side,Entire home/apt,96,2,34,0.75,1,0
Queens,Ditmars Steinway,Entire home/apt,65,6,19,1.88,2,7
Brooklyn,Williamsburg,Private room,59,3,82,1.92,2,0
Manhattan,Lower East Side,Entire home/apt,198,30,0,1.3732214298586618,1,152
Brooklyn,Williamsburg,Private room,60,2,0,1.3732214298586618,1,0
Manhattan,Harlem,Private room,60,3,89,2.59,2,37
Brooklyn,East New York,Shared room,100,4,0,1.3732214298586618,1,270
Manhattan,Upper West Side,Entire home/apt,170,3,42,2.19,1,4
Brooklyn,Greenpoint,Entire home/apt,160,2,3,0.13,1,0
Manhattan,East Harlem,Private room,200,3,0,1.3732214298586618,2,0
Queens,Springfield Gardens,Entire home/apt,175,2,19,4.45,1,147
Brooklyn,Bedford-Stuyvesant,Entire home/apt,167,1,8,4.62,2,80
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,10,58,0.92,1,282
Manhattan,Washington Heights,Private room,85,3,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,300,30,0,1.3732214298586618,25,288
Manhattan,Chelsea,Entire home/apt,450,2,9,0.23,1,0
Brooklyn,Bedford-Stuyvesant,Private room,150,1,4,1.26,2,267
Manhattan,Hell's Kitchen,Entire home/apt,300,2,8,0.18,1,181
Bronx,Wakefield,Private room,50,2,14,3.59,2,132
Manhattan,Hell's Kitchen,Private room,114,1,133,6.23,2,67
Manhattan,East Village,Entire home/apt,260,30,0,1.3732214298586618,1,330
Bronx,Belmont,Shared room,110,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,3,51,1.19,2,194
Brooklyn,Clinton Hill,Entire home/apt,100,1,0,1.3732214298586618,1,0
Manhattan,East Harlem,Entire home/apt,164,1,8,0.23,1,0
Manhattan,Upper East Side,Entire home/apt,500,1,5,0.16,1,362
Brooklyn,Flatbush,Entire home/apt,125,2,3,0.4,1,1
Brooklyn,Windsor Terrace,Private room,50,2,1,1.0,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,235,3,5,0.32,1,3
Manhattan,Washington Heights,Entire home/apt,95,5,3,0.15,1,0
Manhattan,Upper East Side,Entire home/apt,200,4,102,1.7,1,6
Bronx,Mott Haven,Entire home/apt,100,2,170,5.16,1,83
Brooklyn,Flatbush,Entire home/apt,85,6,14,0.53,3,339
Manhattan,Upper East Side,Entire home/apt,175,2,54,3.72,1,0
Brooklyn,Williamsburg,Entire home/apt,135,5,14,1.12,1,44
Brooklyn,Williamsburg,Entire home/apt,150,3,1,0.01,1,0
Brooklyn,Crown Heights,Entire home/apt,130,30,6,0.14,1,8
Brooklyn,Fort Greene,Entire home/apt,150,2,1,0.03,1,0
Brooklyn,Crown Heights,Entire home/apt,100,3,6,0.25,1,250
Brooklyn,Park Slope,Entire home/apt,185,30,36,0.58,1,358
Brooklyn,Bedford-Stuyvesant,Private room,50,1,1,1.0,1,51
Manhattan,Upper West Side,Private room,80,1,42,13.13,1,16
Brooklyn,Williamsburg,Entire home/apt,100,4,48,2.16,1,6
Manhattan,Hell's Kitchen,Private room,90,7,0,1.3732214298586618,1,23
Brooklyn,Williamsburg,Private room,48,28,0,1.3732214298586618,1,0
Manhattan,Hell's Kitchen,Private room,129,2,290,5.92,1,26
Brooklyn,Bedford-Stuyvesant,Private room,65,30,32,2.86,3,365
Queens,Queens Village,Entire home/apt,99,2,15,0.67,2,90
Queens,Ditmars Steinway,Entire home/apt,200,2,11,0.52,1,363
Brooklyn,Williamsburg,Private room,180,1,1,0.05,1,0
Manhattan,Little Italy,Entire home/apt,165,30,2,0.33,91,347
Queens,Whitestone,Entire home/apt,250,2,6,0.27,1,311
Brooklyn,Bushwick,Entire home/apt,80,7,5,0.53,1,0
Bronx,Wakefield,Private room,50,2,15,0.17,1,337
Brooklyn,Bedford-Stuyvesant,Entire home/apt,77,2,51,3.1,1,5
Manhattan,Harlem,Private room,79,2,3,0.29,1,0
Manhattan,Upper West Side,Private room,80,1,0,1.3732214298586618,1,0
Queens,Forest Hills,Entire home/apt,95,2,153,5.31,2,106
Manhattan,Greenwich Village,Private room,150,7,0,1.3732214298586618,1,2
Brooklyn,Williamsburg,Entire home/apt,295,30,6,0.13,1,0
Manhattan,SoHo,Entire home/apt,350,5,2,0.06,1,0
Bronx,Highbridge,Private room,42,2,92,4.11,5,311
Brooklyn,Bushwick,Private room,30,3,2,0.3,1,0
Brooklyn,Crown Heights,Entire home/apt,150,5,9,0.35,1,78
Brooklyn,Gowanus,Private room,129,1,7,0.36,17,364
Brooklyn,East Flatbush,Private room,42,3,6,0.16,1,0
Brooklyn,Bedford-Stuyvesant,Private room,45,1,1,0.14,2,0
Manhattan,Washington Heights,Private room,125,56,0,1.3732214298586618,1,365
Manhattan,Chelsea,Entire home/apt,361,30,0,1.3732214298586618,232,157
Brooklyn,Williamsburg,Entire home/apt,659,4,4,3.0,1,334
Brooklyn,Carroll Gardens,Entire home/apt,110,3,7,2.08,1,0
Manhattan,East Village,Private room,95,3,23,1.05,1,229
Brooklyn,Greenpoint,Entire home/apt,70,1,15,4.09,6,0
Brooklyn,Prospect Heights,Entire home/apt,250,5,17,0.33,1,36
Brooklyn,Sunset Park,Entire home/apt,90,14,7,0.16,1,0
Queens,Ridgewood,Entire home/apt,100,3,27,0.63,1,107
Brooklyn,East Flatbush,Entire home/apt,115,4,89,2.44,2,282
Brooklyn,Brooklyn Heights,Entire home/apt,75,2,3,0.08,1,0
Brooklyn,Williamsburg,Private room,53,2,6,0.17,1,0
Brooklyn,Greenpoint,Private room,35,30,5,0.07,1,97
Brooklyn,East New York,Private room,119,1,6,2.22,6,180
Manhattan,Hell's Kitchen,Private room,295,1,0,1.3732214298586618,1,0
Brooklyn,Sunset Park,Entire home/apt,175,4,12,1.65,1,142
Brooklyn,Greenpoint,Entire home/apt,480,1,8,3.24,4,63
Manhattan,Upper West Side,Shared room,220,1,1,0.07,1,89
Manhattan,SoHo,Private room,64,3,1,0.34,3,86
Queens,Elmhurst,Private room,78,14,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Private room,65,2,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,4,5,0.25,1,0
Brooklyn,Fort Hamilton,Private room,125,9,0,1.3732214298586618,1,365
Queens,Ditmars Steinway,Entire home/apt,225,1,23,9.58,1,109
Manhattan,Hell's Kitchen,Entire home/apt,748,30,0,1.3732214298586618,18,365
Manhattan,Chinatown,Entire home/apt,145,4,13,0.63,1,86
Manhattan,Harlem,Private room,100,3,1,0.03,1,0
Bronx,Norwood,Private room,125,1,0,1.3732214298586618,1,0
Manhattan,Greenwich Village,Private room,120,4,19,0.35,1,339
Manhattan,Kips Bay,Entire home/apt,300,2,2,0.05,1,0
Manhattan,Kips Bay,Entire home/apt,650,1,0,1.3732214298586618,9,298
Manhattan,Hell's Kitchen,Shared room,69,1,24,1.84,3,208
Queens,Long Island City,Private room,65,5,1,1.0,1,49
Bronx,Norwood,Private room,187,3,4,0.22,1,76
Brooklyn,Midwood,Private room,75,2,0,1.3732214298586618,2,0
Manhattan,Harlem,Private room,41,1,124,2.78,2,37
Brooklyn,Williamsburg,Entire home/apt,211,1,12,0.53,3,0
Bronx,Fordham,Private room,75,1,1,1.0,1,363
Queens,Whitestone,Private room,85,1,0,1.3732214298586618,1,365
Manhattan,East Village,Entire home/apt,500,4,6,0.4,4,121
Brooklyn,Greenpoint,Entire home/apt,185,4,0,1.3732214298586618,1,176
Manhattan,Upper East Side,Entire home/apt,120,3,1,0.02,1,0
Manhattan,Washington Heights,Private room,110,2,0,1.3732214298586618,1,0
Queens,Ridgewood,Private room,48,2,39,1.91,1,231
Brooklyn,Crown Heights,Private room,50,1,0,1.3732214298586618,1,0
Queens,Elmhurst,Private room,42,1,6,3.05,2,0
Manhattan,Chinatown,Private room,41,15,3,0.16,1,0
Staten Island,Arrochar,Private room,105,1,12,0.39,1,89
Manhattan,Upper West Side,Private room,75,5,1,0.02,1,0
Queens,Long Island City,Private room,120,2,3,0.21,1,0
Manhattan,Hell's Kitchen,Private room,150,7,8,0.77,47,354
Brooklyn,Williamsburg,Entire home/apt,195,2,11,0.45,1,0
Queens,Arverne,Entire home/apt,450,3,15,0.42,1,290
Brooklyn,Park Slope,Private room,55,2,5,0.31,1,0
Brooklyn,Williamsburg,Entire home/apt,53,3,4,0.3,2,29
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,28,2.04,1,316
Manhattan,East Harlem,Private room,90,2,2,2.0,3,0
Bronx,Wakefield,Private room,41,7,2,0.58,1,357
Manhattan,Hell's Kitchen,Entire home/apt,239,30,1,0.04,121,365
Manhattan,Flatiron District,Entire home/apt,210,2,6,1.58,1,9
Brooklyn,Crown Heights,Private room,70,5,12,0.67,3,0
Manhattan,Harlem,Private room,59,4,7,1.59,1,0
Manhattan,Lower East Side,Entire home/apt,400,3,8,1.1,1,91
Brooklyn,Park Slope,Entire home/apt,200,5,1,1.0,1,31
Manhattan,Lower East Side,Entire home/apt,175,1,1,0.02,1,0
Manhattan,Hell's Kitchen,Private room,75,1,205,5.89,6,179
Manhattan,Washington Heights,Entire home/apt,150,4,11,0.24,1,319
Manhattan,Chelsea,Entire home/apt,110,2,1,0.05,1,0
Manhattan,Harlem,Shared room,80,5,0,1.3732214298586618,2,363
Manhattan,East Village,Private room,140,4,0,1.3732214298586618,2,8
Manhattan,Chelsea,Entire home/apt,225,2,0,1.3732214298586618,1,9
Manhattan,Lower East Side,Private room,290,1,99,6.96,1,70
Brooklyn,Bedford-Stuyvesant,Private room,80,1,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Private room,79,1,23,3.59,1,7
Manhattan,Upper West Side,Entire home/apt,99,2,5,0.12,1,0
Brooklyn,Sunset Park,Entire home/apt,125,2,51,0.89,1,351
Manhattan,Hell's Kitchen,Entire home/apt,150,30,6,0.32,91,126
Manhattan,Washington Heights,Entire home/apt,195,5,0,1.3732214298586618,1,270
Manhattan,East Village,Entire home/apt,110,7,2,0.2,1,0
Brooklyn,Bay Ridge,Entire home/apt,245,3,2,2.0,2,255
Manhattan,Hell's Kitchen,Private room,100,2,1,0.03,1,0
Manhattan,Chinatown,Private room,80,4,2,0.09,1,0
Manhattan,Murray Hill,Entire home/apt,175,1,3,0.09,1,0
Brooklyn,Williamsburg,Entire home/apt,140,7,16,0.49,1,1
Manhattan,Chelsea,Entire home/apt,800,3,1,1.0,1,345
Brooklyn,Williamsburg,Entire home/apt,150,3,8,0.35,1,9
Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,1,0.68,1,6
Brooklyn,Williamsburg,Private room,50,1,2,0.04,4,0
Manhattan,Upper East Side,Private room,105,5,2,0.14,2,342
Brooklyn,Bedford-Stuyvesant,Private room,58,4,0,1.3732214298586618,4,29
Manhattan,Battery Park City,Private room,110,3,1,0.04,1,0
Brooklyn,Crown Heights,Private room,32,7,3,0.07,3,319
Manhattan,Gramercy,Entire home/apt,150,30,2,0.03,39,331
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,107,2.23,1,41
Brooklyn,Boerum Hill,Entire home/apt,85,10,3,0.06,1,0
Brooklyn,Park Slope,Entire home/apt,85,14,4,0.15,2,275
Manhattan,Gramercy,Entire home/apt,190,2,76,1.68,1,12
Queens,Rego Park,Private room,85,1,1,1.0,10,106
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,0.4,1,36
Manhattan,East Village,Entire home/apt,199,4,3,0.08,1,0
Manhattan,Chelsea,Entire home/apt,209,29,0,1.3732214298586618,96,335
Manhattan,Chinatown,Private room,63,1,52,1.14,2,276
Manhattan,Midtown,Entire home/apt,190,1,0,1.3732214298586618,2,0
Manhattan,Washington Heights,Entire home/apt,150,4,0,1.3732214298586618,1,0
Manhattan,East Village,Private room,75,1,15,0.88,1,0
Brooklyn,Sunset Park,Private room,100,30,0,1.3732214298586618,1,365
Brooklyn,Williamsburg,Private room,50,2,25,2.26,2,21
Brooklyn,Bushwick,Private room,65,1,37,3.1,3,0
Queens,Astoria,Entire home/apt,137,2,3,0.12,1,0
Brooklyn,Windsor Terrace,Entire home/apt,200,5,37,0.78,2,78
Manhattan,Harlem,Entire home/apt,145,31,3,0.08,1,0
Manhattan,Murray Hill,Entire home/apt,150,30,2,0.28,50,364
Brooklyn,Fort Greene,Entire home/apt,275,6,8,0.23,1,9
Brooklyn,Flatbush,Private room,84,2,68,0.96,3,362
Brooklyn,East New York,Entire home/apt,65,2,53,2.37,1,2
Manhattan,Harlem,Private room,85,2,26,1.17,2,355
Manhattan,Morningside Heights,Entire home/apt,105,5,2,0.06,1,0
Queens,Astoria,Private room,70,2,8,0.16,1,0
Brooklyn,Boerum Hill,Private room,55,15,0,1.3732214298586618,1,0
Queens,Woodside,Private room,30,5,7,0.38,1,0
Brooklyn,Bushwick,Entire home/apt,119,3,12,0.51,4,50
Brooklyn,Columbia St,Private room,75,4,4,0.33,5,0
Brooklyn,Sunset Park,Private room,47,1,0,1.3732214298586618,1,31
Brooklyn,Bushwick,Private room,40,3,6,0.32,2,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,124,2.09,1,231
Queens,Jackson Heights,Shared room,35,30,1,0.05,18,280
Brooklyn,Crown Heights,Entire home/apt,165,2,23,0.83,3,182
Brooklyn,Greenpoint,Entire home/apt,119,1,63,4.51,6,0
Brooklyn,Crown Heights,Entire home/apt,125,2,130,2.23,1,293
Manhattan,Murray Hill,Private room,175,2,8,0.43,1,177
Brooklyn,Bedford-Stuyvesant,Private room,64,4,25,0.59,1,18
Manhattan,Upper West Side,Entire home/apt,200,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,250,2,23,3.17,1,311
Brooklyn,Flatbush,Private room,40,3,4,0.09,2,0
Brooklyn,Sunset Park,Entire home/apt,100,2,17,0.2,1,0
Brooklyn,Fort Hamilton,Private room,65,3,19,0.55,4,337
Manhattan,West Village,Entire home/apt,200,4,48,0.82,1,312
Brooklyn,Flatbush,Private room,32,10,3,0.07,3,0
Queens,Rego Park,Entire home/apt,100,1,7,4.04,1,2
Brooklyn,Williamsburg,Entire home/apt,105,2,1,0.11,2,3
Bronx,Bronxdale,Private room,35,1,21,0.96,1,284
Manhattan,Upper East Side,Entire home/apt,399,4,55,1.47,2,237
Bronx,Edenwald,Entire home/apt,95,3,5,0.66,3,311
Brooklyn,Williamsburg,Private room,69,3,66,1.9,2,91
Manhattan,East Harlem,Private room,85,2,1,1.0,2,36
Manhattan,Harlem,Private room,69,1,38,0.97,2,365
Manhattan,Hell's Kitchen,Private room,110,7,1,0.06,1,99
Manhattan,Midtown,Entire home/apt,225,30,0,1.3732214298586618,14,343
Brooklyn,Bedford-Stuyvesant,Private room,60,1,22,4.49,4,282
Brooklyn,Bedford-Stuyvesant,Private room,69,2,1,0.29,1,95
Brooklyn,Williamsburg,Entire home/apt,130,10,2,0.04,1,0
Manhattan,Upper East Side,Entire home/apt,250,30,1,0.11,1,60
Brooklyn,Williamsburg,Private room,55,30,11,0.38,3,249
Queens,Astoria,Private room,48,1,150,3.39,9,323
Queens,Jackson Heights,Entire home/apt,85,4,6,0.11,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,7,1.23,2,281
Manhattan,East Village,Entire home/apt,230,1,46,0.84,1,353
Bronx,Parkchester,Entire home/apt,88,1,121,2.9,1,170
Manhattan,Roosevelt Island,Private room,150,3,2,0.17,1,0
Brooklyn,Bedford-Stuyvesant,Private room,60,5,11,0.47,3,56
Brooklyn,Williamsburg,Entire home/apt,450,5,15,0.49,1,60
Brooklyn,Flatbush,Entire home/apt,90,3,24,0.45,1,29
Manhattan,Midtown,Entire home/apt,239,30,0,1.3732214298586618,121,352
Manhattan,East Harlem,Private room,60,4,0,1.3732214298586618,2,51
Manhattan,East Village,Entire home/apt,169,4,240,2.4,1,276
Brooklyn,Williamsburg,Private room,65,1,1,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Private room,275,3,20,0.34,1,257
Manhattan,Midtown,Entire home/apt,175,30,0,1.3732214298586618,33,365
Queens,Elmhurst,Entire home/apt,85,2,1,0.05,1,0
Manhattan,Harlem,Private room,50,1,37,0.74,1,0
Queens,Astoria,Private room,55,3,2,0.18,2,0
Brooklyn,Williamsburg,Entire home/apt,200,3,0,1.3732214298586618,1,0
Brooklyn,Bushwick,Private room,48,7,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,10,4.17,1,38
Brooklyn,Bedford-Stuyvesant,Entire home/apt,155,2,12,1.25,1,0
Manhattan,East Village,Entire home/apt,88,2,18,3.88,1,5
Brooklyn,Williamsburg,Entire home/apt,140,15,1,0.86,1,29
Brooklyn,Borough Park,Private room,32,29,2,0.17,1,1
Brooklyn,Fort Greene,Entire home/apt,150,3,10,0.21,1,0
Brooklyn,Carroll Gardens,Entire home/apt,245,3,24,0.97,1,13
Manhattan,East Village,Private room,79,2,14,0.34,1,0
Manhattan,Upper East Side,Entire home/apt,115,1,3,1.55,1,5
Manhattan,Harlem,Private room,95,1,49,2.72,2,180
Bronx,Morrisania,Entire home/apt,150,1,26,3.15,1,175
Brooklyn,Bedford-Stuyvesant,Private room,50,30,4,0.11,1,0
Queens,Woodside,Private room,65,3,23,1.49,1,354
Brooklyn,Williamsburg,Entire home/apt,193,3,164,2.39,2,256
Brooklyn,Williamsburg,Private room,75,1,45,2.01,2,84
Manhattan,Harlem,Private room,200,2,21,2.35,3,38
Brooklyn,Clinton Hill,Entire home/apt,175,2,8,0.15,1,0
Brooklyn,Williamsburg,Private room,200,3,5,0.53,1,85
Manhattan,Theater District,Private room,150,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,125,21,2,0.5,1,81
Brooklyn,Bedford-Stuyvesant,Private room,40,1,13,0.65,1,184
Brooklyn,Carroll Gardens,Entire home/apt,160,2,52,2.16,1,9
Manhattan,Harlem,Entire home/apt,150,2,31,0.54,1,0
Brooklyn,Clinton Hill,Entire home/apt,825,3,2,0.19,2,44
Queens,Long Island City,Private room,100,2,37,0.58,2,97
Manhattan,West Village,Entire home/apt,440,3,6,0.09,1,70
Brooklyn,Williamsburg,Entire home/apt,139,2,7,0.33,1,37
Queens,East Elmhurst,Private room,55,1,208,10.28,6,352
Brooklyn,Bushwick,Private room,58,3,6,2.02,3,94
Brooklyn,Crown Heights,Private room,60,2,227,2.27,2,287
Brooklyn,Carroll Gardens,Entire home/apt,1395,1,55,0.73,2,362
Queens,Astoria,Entire home/apt,215,2,2,2.0,2,153
Brooklyn,Clinton Hill,Private room,75,2,1,0.04,1,0
Manhattan,Harlem,Private room,75,5,1,0.19,1,0
Brooklyn,Bedford-Stuyvesant,Private room,95,20,11,0.92,4,244
Manhattan,Kips Bay,Entire home/apt,179,5,0,1.3732214298586618,1,236
Manhattan,Harlem,Private room,120,15,0,1.3732214298586618,1,365
Bronx,Claremont Village,Entire home/apt,58,3,59,2.89,1,42
Brooklyn,Bedford-Stuyvesant,Private room,60,2,2,1.25,2,171
Manhattan,East Harlem,Entire home/apt,127,2,3,0.15,1,0
Brooklyn,Williamsburg,Private room,45,3,31,1.01,1,0
Brooklyn,Bushwick,Private room,45,90,0,1.3732214298586618,1,0
Manhattan,Little Italy,Entire home/apt,195,4,30,1.1,1,0
Brooklyn,Williamsburg,Private room,79,2,167,5.14,3,21
Manhattan,Washington Heights,Private room,60,2,73,2.13,2,136
Manhattan,Upper East Side,Entire home/apt,137,7,1,0.33,1,12
Brooklyn,Crown Heights,Entire home/apt,120,3,3,0.16,1,89
Brooklyn,Bushwick,Private room,75,3,73,1.0,8,341
Manhattan,Morningside Heights,Private room,50,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,325,3,169,3.33,1,277
Brooklyn,Bedford-Stuyvesant,Entire home/apt,104,1,15,3.66,5,48
Manhattan,Washington Heights,Private room,70,2,1,0.05,1,0
Manhattan,Morningside Heights,Entire home/apt,120,2,2,0.05,1,0
Manhattan,Upper East Side,Entire home/apt,99,30,7,0.18,15,327
Manhattan,Midtown,Entire home/apt,350,30,1,0.15,4,151
Manhattan,East Village,Private room,109,5,25,0.72,1,2
Manhattan,Washington Heights,Private room,60,2,16,5.78,1,216
Queens,Holliswood,Private room,79,3,4,0.31,1,180
Manhattan,Chinatown,Entire home/apt,150,2,162,1.92,1,231
Brooklyn,Bedford-Stuyvesant,Private room,39,4,58,3.16,2,32
Manhattan,East Harlem,Private room,90,3,95,1.88,1,175
Manhattan,Chelsea,Entire home/apt,790,2,42,1.99,1,36
Brooklyn,Sea Gate,Entire home/apt,1315,10,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,75,4,6,0.37,1,0
Brooklyn,Bedford-Stuyvesant,Private room,69,2,56,0.95,7,66
Brooklyn,Greenpoint,Entire home/apt,150,3,3,0.48,1,42
Manhattan,East Village,Private room,149,4,25,0.68,2,156
Manhattan,East Harlem,Shared room,45,1,17,5.1,7,72
Manhattan,Washington Heights,Private room,25,3,34,1.46,1,139
Manhattan,East Village,Entire home/apt,149,3,1,0.06,1,0
Manhattan,East Village,Entire home/apt,129,20,0,1.3732214298586618,2,180
Manhattan,Upper West Side,Entire home/apt,165,8,1,1.0,1,62
Brooklyn,Williamsburg,Private room,45,2,8,1.35,1,0
Manhattan,Upper West Side,Private room,160,1,7,0.14,1,0
Manhattan,Upper West Side,Private room,60,30,0,1.3732214298586618,32,317
Queens,Sunnyside,Entire home/apt,179,1,1,1.0,1,321
Manhattan,Upper East Side,Private room,195,5,56,1.1,4,145
Manhattan,West Village,Entire home/apt,200,3,9,0.2,1,168
Manhattan,Upper East Side,Entire home/apt,140,7,0,1.3732214298586618,1,158
Manhattan,Midtown,Shared room,80,1,66,0.89,1,365
Manhattan,Washington Heights,Private room,50,1,14,0.8,1,63
Manhattan,SoHo,Private room,115,7,1,1.0,3,59
Brooklyn,Williamsburg,Private room,85,1,13,0.73,3,11
Manhattan,East Village,Private room,120,1,39,1.65,7,350
Brooklyn,Bushwick,Entire home/apt,99,3,111,2.13,1,68
Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,2,23,3.65,1,190
Queens,Flushing,Entire home/apt,369,2,74,1.46,6,256
Brooklyn,Crown Heights,Private room,60,5,0,1.3732214298586618,1,0
