neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Entire home/apt,150.0,2.0,0.0,1.3732214298586618,1.0,5.0
Manhattan,Private room,95.0,7.0,25.0,0.3,1.0,4.0
Manhattan,Private room,55.0,3.0,119.0,1.22,5.0,4.0
Manhattan,Entire home/apt,300.0,2.0,203.0,2.14,3.0,3.0
Queens,Private room,42.0,40.0,53.0,0.55,3.0,5.0
Brooklyn,Entire home/apt,125.0,2.0,104.0,1.09,1.0,5.0
Manhattan,Private room,175.0,3.0,175.0,1.8,1.0,4.0
Manhattan,Private room,75.0,3.0,38.0,0.42,3.0,2.0
Brooklyn,Entire home/apt,255.0,45.0,39.0,0.5,1.0,2.0
Brooklyn,Entire home/apt,72.0,31.0,88.0,0.91,1.0,5.0
Brooklyn,Private room,165.0,1.0,27.0,0.28,4.0,3.0
Brooklyn,Entire home/apt,165.0,5.0,117.0,1.28,1.0,4.0
Brooklyn,Private room,75.0,3.0,43.0,0.44,2.0,4.0
Brooklyn,Entire home/apt,139.0,2.0,385.0,4.0,1.0,4.0
Brooklyn,Private room,88.0,1.0,64.0,0.68,3.0,2.0
Brooklyn,Private room,80.0,1.0,39.0,0.41,3.0,3.0
Manhattan,Entire home/apt,200.0,2.0,103.0,1.08,1.0,2.0
Queens,Private room,42.0,40.0,41.0,0.43,3.0,2.0
Manhattan,Entire home/apt,295.0,3.0,227.0,2.33,1.0,4.0
Brooklyn,Entire home/apt,450.0,5.0,37.0,0.79,1.0,1.0
Brooklyn,Entire home/apt,130.0,2.0,29.0,0.35,1.0,3.0
Manhattan,Entire home/apt,198.0,5.0,42.0,0.44,2.0,2.0
Manhattan,Entire home/apt,99.0,2.0,280.0,2.92,3.0,4.0
Brooklyn,Private room,46.0,4.0,86.0,0.89,3.0,2.0
Manhattan,Private room,140.0,2.0,54.0,0.56,1.0,5.0
Manhattan,Private room,75.0,5.0,57.0,0.59,2.0,4.0
Queens,Private room,33.0,44.0,31.0,0.32,3.0,2.0
Manhattan,Entire home/apt,250.0,31.0,188.0,1.94,1.0,3.0
Manhattan,Private room,75.0,2.0,34.0,0.35,1.0,4.0
Manhattan,Entire home/apt,205.0,9.0,3.0,0.04,2.0,4.0
Brooklyn,Private room,60.0,1.0,20.0,0.21,6.0,2.0
Manhattan,Entire home/apt,185.0,2.0,129.0,1.33,1.0,0.0
Manhattan,Entire home/apt,190.0,3.0,147.0,1.6,1.0,4.0
Brooklyn,Entire home/apt,105.0,28.0,101.0,1.06,1.0,0.0
Manhattan,Entire home/apt,250.0,2.0,11.0,0.12,2.0,5.0
Manhattan,Entire home/apt,175.0,65.0,11.0,0.12,1.0,2.0
Manhattan,Private room,65.0,2.0,41.0,0.43,2.0,0.0
Bronx,Private room,37.0,4.0,117.0,1.21,1.0,3.0
Brooklyn,Entire home/apt,85.0,2.0,86.0,0.89,2.0,5.0
Brooklyn,Private room,85.0,2.0,35.0,0.55,2.0,4.0
Manhattan,Private room,170.0,2.0,17.0,0.18,2.0,3.0
Manhattan,Private room,115.0,3.0,3.0,0.04,2.0,3.0
Manhattan,Private room,89.0,5.0,43.0,0.47,2.0,3.0
Manhattan,Shared room,49.0,3.0,168.0,4.6,1.0,3.0
Brooklyn,Private room,91.0,3.0,241.0,2.49,1.0,2.0
Manhattan,Entire home/apt,400.0,2.0,105.0,1.13,1.0,4.0
Brooklyn,Entire home/apt,97.0,3.0,31.0,0.32,1.0,2.0
Manhattan,Private room,100.0,4.0,49.0,0.51,2.0,5.0
Brooklyn,Entire home/apt,179.0,4.0,23.0,0.24,1.0,1.0
Brooklyn,Entire home/apt,500.0,2.0,20.0,0.21,2.0,5.0
Manhattan,Entire home/apt,189.0,6.0,90.0,0.95,1.0,2.0
Manhattan,Private room,120.0,2.0,99.0,1.04,1.0,4.0
Manhattan,Entire home/apt,300.0,1.0,6.0,0.06,3.0,4.0
Queens,Entire home/apt,107.0,30.0,21.0,0.22,8.0,5.0
Queens,Entire home/apt,95.0,30.0,24.0,0.26,8.0,4.0
Manhattan,Entire home/apt,199.0,2.0,111.0,1.17,1.0,3.0
Manhattan,Entire home/apt,120.0,2.0,86.0,0.91,1.0,4.0
Manhattan,Entire home/apt,199.0,15.0,66.0,0.69,2.0,4.0
Bronx,Entire home/apt,125.0,2.0,271.0,2.84,2.0,4.0
Brooklyn,Private room,70.0,2.0,227.0,2.4,1.0,2.0
Manhattan,Private room,100.0,30.0,5.0,0.07,1.0,5.0
Brooklyn,Entire home/apt,99.0,2.0,187.0,1.97,2.0,4.0
Brooklyn,Entire home/apt,350.0,6.0,1.0,0.02,1.0,2.0
Brooklyn,Entire home/apt,170.0,3.0,67.0,0.7,1.0,4.0
Manhattan,Private room,99.0,1.0,89.0,1.0,1.0,5.0
Manhattan,Private room,255.0,4.0,1.0,0.02,1.0,4.0
Brooklyn,Entire home/apt,169.0,3.0,177.0,1.86,1.0,4.0
Brooklyn,Entire home/apt,99.0,4.0,90.0,0.94,1.0,4.0
Manhattan,Entire home/apt,169.0,7.0,39.0,0.41,1.0,4.0
Brooklyn,Entire home/apt,160.0,3.0,42.0,0.44,1.0,5.0
Brooklyn,Entire home/apt,215.0,3.0,33.0,0.35,1.0,4.0
Brooklyn,Entire home/apt,130.0,3.0,179.0,2.02,1.0,3.0
Manhattan,Private room,110.0,3.0,81.0,0.85,2.0,4.0
Manhattan,Private room,150.0,28.0,43.0,0.45,2.0,5.0
Brooklyn,Private room,65.0,30.0,52.0,0.54,1.0,3.0
Queens,Private room,75.0,2.0,160.0,1.68,1.0,3.0
Manhattan,Private room,89.0,6.0,35.0,0.37,1.0,2.0
Manhattan,Private room,50.0,1.0,225.0,2.35,1.0,5.0
Brooklyn,Private room,43.0,1.0,401.0,6.62,2.0,4.0
Brooklyn,Private room,42.0,1.0,72.0,0.84,2.0,5.0
Brooklyn,Private room,85.0,1.0,46.0,0.97,1.0,0.0
Brooklyn,Entire home/apt,139.0,3.0,83.0,1.19,1.0,2.0
Brooklyn,Private room,105.0,1.0,211.0,2.21,2.0,4.0
Manhattan,Entire home/apt,149.0,1.0,122.0,1.29,1.0,0.0
Manhattan,Private room,68.0,2.0,295.0,3.9,2.0,4.0
Brooklyn,Entire home/apt,99.0,3.0,207.0,2.18,1.0,5.0
Manhattan,Private room,75.0,3.0,50.0,0.65,2.0,5.0
Brooklyn,Private room,100.0,2.0,273.0,2.85,1.0,2.0
Manhattan,Entire home/apt,160.0,30.0,25.0,0.26,1.0,4.0
Brooklyn,Entire home/apt,190.0,4.0,105.0,1.62,1.0,4.0
Brooklyn,Entire home/apt,248.0,2.0,58.0,0.61,6.0,4.0
Brooklyn,Private room,100.0,6.0,8.0,0.09,1.0,4.0
Manhattan,Private room,95.0,3.0,172.0,1.84,2.0,2.0
Manhattan,Private room,150.0,1.0,330.0,7.14,1.0,4.0
Brooklyn,Entire home/apt,145.0,3.0,123.0,1.29,1.0,5.0
Brooklyn,Private room,41.0,2.0,55.0,0.59,1.0,4.0
Brooklyn,Entire home/apt,120.0,4.0,87.0,0.99,1.0,5.0
Bronx,Private room,50.0,3.0,258.0,2.7,2.0,5.0
Brooklyn,Entire home/apt,195.0,14.0,31.0,0.33,1.0,4.0
Brooklyn,Entire home/apt,70.0,4.0,128.0,1.34,2.0,4.0
Brooklyn,Entire home/apt,145.0,3.0,30.0,0.32,3.0,3.0
Queens,Private room,50.0,28.0,258.0,2.9,1.0,2.0
Brooklyn,Entire home/apt,185.0,3.0,228.0,2.39,3.0,2.0
Manhattan,Private room,80.0,90.0,9.0,0.2,1.0,4.0
Manhattan,Entire home/apt,230.0,2.0,179.0,1.88,1.0,4.0
Brooklyn,Private room,40.0,1.0,1.0,0.37,1.0,2.0
Staten Island,Private room,80.0,2.0,2.0,0.05,1.0,2.0
Brooklyn,Private room,79.0,3.0,152.0,1.6,3.0,2.0
Queens,Entire home/apt,95.0,30.0,24.0,0.25,8.0,2.0
Manhattan,Entire home/apt,300.0,2.0,45.0,0.47,3.0,2.0
Brooklyn,Entire home/apt,100.0,30.0,7.0,0.08,1.0,2.0
Manhattan,Private room,80.0,7.0,19.0,0.35,1.0,2.0
Brooklyn,Entire home/apt,110.0,1.0,24.0,0.26,1.0,5.0
Brooklyn,Entire home/apt,172.0,4.0,8.0,0.09,2.0,2.0
Manhattan,Entire home/apt,199.0,1.0,29.0,0.31,2.0,4.0
Manhattan,Entire home/apt,199.0,1.0,14.0,0.15,2.0,2.0
Manhattan,Private room,100.0,1.0,33.0,0.38,1.0,5.0
Manhattan,Private room,55.0,4.0,99.0,1.04,1.0,5.0
Manhattan,Entire home/apt,146.0,3.0,142.0,1.5,1.0,5.0
Brooklyn,Entire home/apt,116.0,29.0,22.0,0.23,1.0,4.0
Manhattan,Private room,150.0,3.0,82.0,0.87,2.0,0.0
Brooklyn,Private room,120.0,2.0,23.0,0.24,6.0,3.0
Manhattan,Entire home/apt,199.0,4.0,32.0,0.34,1.0,3.0
Brooklyn,Entire home/apt,150.0,5.0,24.0,0.25,1.0,1.0
Manhattan,Private room,69.0,1.0,59.0,0.63,2.0,5.0
Manhattan,Private room,300.0,55.0,6.0,0.08,2.0,3.0
Brooklyn,Private room,79.0,3.0,115.0,1.21,3.0,0.0
Brooklyn,Private room,130.0,3.0,154.0,1.63,2.0,4.0
Brooklyn,Private room,239.0,1.0,164.0,1.73,11.0,1.0
Staten Island,Entire home/apt,75.0,6.0,76.0,0.8,1.0,1.0
Brooklyn,Entire home/apt,220.0,3.0,116.0,1.23,2.0,5.0
Brooklyn,Entire home/apt,80.0,3.0,234.0,2.47,4.0,4.0
Manhattan,Entire home/apt,288.0,2.0,120.0,1.27,1.0,0.0
Brooklyn,Entire home/apt,135.0,4.0,82.0,0.87,1.0,0.0
Manhattan,Entire home/apt,225.0,3.0,13.0,0.15,1.0,3.0
Manhattan,Private room,110.0,30.0,59.0,0.64,1.0,3.0
Brooklyn,Entire home/apt,100.0,7.0,63.0,1.87,1.0,2.0
Manhattan,Private room,130.0,2.0,52.0,0.55,1.0,2.0
Manhattan,Private room,89.0,1.0,278.0,2.95,3.0,5.0
Brooklyn,Entire home/apt,80.0,2.0,35.0,0.4,1.0,4.0
Bronx,Private room,50.0,5.0,235.0,2.49,2.0,3.0
Manhattan,Entire home/apt,135.0,28.0,115.0,1.21,2.0,4.0
Manhattan,Private room,90.0,1.0,109.0,1.15,1.0,5.0
Manhattan,Private room,270.0,5.0,1.0,0.01,1.0,5.0
Brooklyn,Entire home/apt,110.0,3.0,305.0,3.24,1.0,3.0
Manhattan,Entire home/apt,145.0,1.0,102.0,1.52,1.0,2.0
Manhattan,Entire home/apt,179.0,30.0,83.0,0.88,1.0,1.0
Queens,Private room,55.0,1.0,19.0,0.25,1.0,3.0
Manhattan,Private room,110.0,2.0,61.0,0.65,1.0,4.0
Manhattan,Entire home/apt,325.0,5.0,89.0,0.94,1.0,2.0
Queens,Private room,75.0,30.0,65.0,0.74,3.0,4.0
Manhattan,Private room,130.0,30.0,80.0,0.86,2.0,0.0
Manhattan,Entire home/apt,190.0,30.0,136.0,1.45,1.0,5.0
Manhattan,Entire home/apt,200.0,3.0,100.0,1.06,1.0,5.0
Brooklyn,Entire home/apt,180.0,2.0,125.0,1.36,3.0,5.0
Brooklyn,Entire home/apt,350.0,5.0,40.0,0.5,1.0,1.0
Manhattan,Entire home/apt,195.0,30.0,139.0,1.59,4.0,1.0
Manhattan,Entire home/apt,241.0,30.0,0.0,1.3732214298586618,1.0,4.0
Queens,Entire home/apt,75.0,28.0,49.0,0.53,1.0,5.0
Manhattan,Entire home/apt,399.0,1.0,0.0,1.3732214298586618,1.0,3.0
Brooklyn,Private room,85.0,5.0,124.0,1.32,1.0,4.0
Brooklyn,Private room,55.0,1.0,147.0,1.57,1.0,1.0
Brooklyn,Private room,438.0,1.0,43.0,0.46,11.0,5.0
Brooklyn,Entire home/apt,110.0,6.0,8.0,0.33,1.0,4.0
Manhattan,Entire home/apt,200.0,2.0,37.0,0.39,1.0,2.0
Brooklyn,Private room,279.0,1.0,120.0,1.28,11.0,5.0
Brooklyn,Entire home/apt,280.0,3.0,5.0,0.05,1.0,2.0
Brooklyn,Entire home/apt,199.0,30.0,242.0,2.59,1.0,5.0
Manhattan,Private room,71.0,4.0,229.0,2.45,1.0,5.0
Bronx,Private room,42.0,2.0,108.0,1.36,2.0,5.0
Brooklyn,Entire home/apt,180.0,2.0,181.0,1.92,1.0,2.0
Manhattan,Entire home/apt,226.0,5.0,34.0,0.39,1.0,5.0
Brooklyn,Private room,85.0,3.0,5.0,0.05,1.0,4.0
Queens,Entire home/apt,79.0,4.0,60.0,0.64,2.0,4.0
Manhattan,Entire home/apt,154.0,1.0,238.0,2.59,1.0,4.0
Brooklyn,Entire home/apt,199.0,3.0,34.0,0.37,28.0,3.0
Manhattan,Entire home/apt,700.0,3.0,131.0,1.4,4.0,4.0
Manhattan,Private room,125.0,60.0,4.0,0.06,1.0,3.0
Brooklyn,Private room,100.0,1.0,7.0,0.08,4.0,5.0
Manhattan,Private room,125.0,1.0,11.0,0.12,2.0,5.0
Manhattan,Entire home/apt,400.0,5.0,0.0,1.3732214298586618,2.0,4.0
Manhattan,Entire home/apt,850.0,3.0,107.0,1.15,1.0,2.0
Brooklyn,Private room,129.0,2.0,241.0,2.6,1.0,0.0
Manhattan,Private room,140.0,1.0,176.0,1.89,1.0,3.0
Manhattan,Private room,115.0,4.0,151.0,1.63,2.0,0.0
Brooklyn,Entire home/apt,96.0,120.0,13.0,0.14,1.0,4.0
Brooklyn,Entire home/apt,199.0,3.0,33.0,0.47,28.0,4.0
Brooklyn,Entire home/apt,199.0,3.0,24.0,0.32,28.0,5.0
Brooklyn,Entire home/apt,199.0,3.0,59.0,0.66,28.0,3.0
Brooklyn,Private room,69.0,1.0,2.0,0.04,1.0,3.0
Manhattan,Entire home/apt,185.0,2.0,16.0,0.23,1.0,3.0
Brooklyn,Entire home/apt,199.0,3.0,24.0,0.26,28.0,4.0
Brooklyn,Entire home/apt,199.0,3.0,23.0,0.26,28.0,3.0
Brooklyn,Entire home/apt,199.0,3.0,43.0,0.47,28.0,2.0
Brooklyn,Entire home/apt,199.0,3.0,30.0,0.32,28.0,0.0
Brooklyn,Entire home/apt,199.0,3.0,39.0,0.44,28.0,2.0
Brooklyn,Private room,349.0,3.0,8.0,0.09,28.0,2.0
Brooklyn,Private room,249.0,3.0,3.0,0.03,28.0,2.0
Brooklyn,Private room,299.0,3.0,6.0,0.1,28.0,2.0
Brooklyn,Private room,179.0,3.0,4.0,0.05,28.0,2.0
Queens,Private room,54.0,5.0,56.0,0.66,3.0,5.0
Brooklyn,Private room,599.0,3.0,7.0,0.08,28.0,2.0
Brooklyn,Entire home/apt,220.0,2.0,178.0,2.69,1.0,4.0
Brooklyn,Private room,89.0,30.0,30.0,0.8,1.0,5.0
Brooklyn,Entire home/apt,170.0,2.0,190.0,2.04,1.0,5.0
Manhattan,Entire home/apt,495.0,7.0,25.0,0.27,2.0,1.0
Queens,Entire home/apt,80.0,10.0,81.0,0.98,2.0,5.0
Manhattan,Entire home/apt,760.0,2.0,7.0,0.08,1.0,3.0
Brooklyn,Private room,98.0,4.0,216.0,2.31,1.0,4.0
Brooklyn,Entire home/apt,125.0,30.0,31.0,0.33,1.0,3.0
Brooklyn,Private room,48.0,90.0,53.0,0.57,2.0,4.0
Brooklyn,Private room,64.0,3.0,247.0,2.65,2.0,3.0
Brooklyn,Entire home/apt,139.0,3.0,135.0,1.45,1.0,3.0
Manhattan,Entire home/apt,325.0,4.0,46.0,0.5,1.0,4.0
Staten Island,Entire home/apt,250.0,2.0,21.0,0.26,4.0,5.0
Staten Island,Private room,50.0,7.0,0.0,1.3732214298586618,4.0,5.0
Staten Island,Entire home/apt,125.0,2.0,8.0,0.09,4.0,4.0
Manhattan,Entire home/apt,189.0,2.0,314.0,3.45,2.0,4.0
Brooklyn,Entire home/apt,130.0,3.0,18.0,0.25,1.0,4.0
Manhattan,Private room,101.0,7.0,51.0,0.55,1.0,4.0
Manhattan,Entire home/apt,153.0,31.0,59.0,0.63,1.0,4.0
Brooklyn,Entire home/apt,92.0,4.0,54.0,0.62,1.0,3.0
Manhattan,Private room,80.0,5.0,10.0,0.46,1.0,4.0
Manhattan,Entire home/apt,300.0,4.0,153.0,1.66,4.0,3.0
Brooklyn,Entire home/apt,145.0,3.0,110.0,1.2,1.0,3.0
Manhattan,Entire home/apt,155.0,1.0,1.0,0.18,1.0,4.0
Manhattan,Entire home/apt,225.0,2.0,129.0,1.41,1.0,4.0
Manhattan,Private room,85.0,7.0,171.0,1.84,2.0,4.0
Brooklyn,Private room,99.0,2.0,20.0,0.59,1.0,4.0
Manhattan,Entire home/apt,310.0,5.0,5.0,0.09,1.0,4.0
Brooklyn,Entire home/apt,110.0,4.0,0.0,1.3732214298586618,1.0,5.0
Manhattan,Entire home/apt,109.0,30.0,36.0,0.39,5.0,4.0
Manhattan,Entire home/apt,167.0,30.0,16.0,0.17,5.0,0.0
Brooklyn,Entire home/apt,147.0,15.0,5.0,0.12,1.0,4.0
Manhattan,Entire home/apt,195.0,4.0,68.0,0.77,1.0,2.0
Bronx,Private room,50.0,2.0,15.0,0.17,1.0,5.0
Brooklyn,Private room,60.0,2.0,20.0,0.42,1.0,2.0
Manhattan,Private room,99.0,3.0,25.0,0.96,2.0,5.0
Manhattan,Entire home/apt,130.0,2.0,35.0,0.42,1.0,5.0
Manhattan,Entire home/apt,350.0,3.0,64.0,0.7,1.0,5.0
Brooklyn,Private room,50.0,3.0,26.0,0.33,1.0,5.0
Queens,Private room,96.0,2.0,244.0,2.74,1.0,4.0
Brooklyn,Private room,45.0,15.0,21.0,0.29,3.0,2.0
Queens,Private room,85.0,2.0,270.0,2.95,2.0,5.0
Brooklyn,Private room,34.0,10.0,16.0,0.19,3.0,5.0
Manhattan,Entire home/apt,250.0,3.0,24.0,0.26,1.0,3.0
Brooklyn,Private room,190.0,1.0,30.0,0.33,2.0,2.0
Brooklyn,Private room,75.0,2.0,5.0,0.06,2.0,5.0
Brooklyn,Entire home/apt,93.0,4.0,115.0,1.25,1.0,3.0
Brooklyn,Private room,60.0,5.0,9.0,0.19,2.0,5.0
Manhattan,Entire home/apt,125.0,365.0,19.0,0.21,1.0,2.0
Manhattan,Entire home/apt,300.0,3.0,5.0,0.08,1.0,1.0
Manhattan,Entire home/apt,150.0,2.0,203.0,2.22,1.0,5.0
Manhattan,Entire home/apt,56.0,122.0,20.0,0.41,1.0,5.0
Manhattan,Entire home/apt,299.0,3.0,49.0,0.53,1.0,3.0
Brooklyn,Private room,60.0,4.0,6.0,0.07,1.0,2.0
Brooklyn,Private room,60.0,2.0,35.0,0.38,2.0,3.0
Manhattan,Entire home/apt,1300.0,5.0,28.0,0.31,4.0,3.0
Manhattan,Private room,99.0,2.0,54.0,0.88,1.0,0.0
Brooklyn,Entire home/apt,110.0,3.0,115.0,1.75,2.0,5.0
Brooklyn,Entire home/apt,135.0,5.0,6.0,0.13,1.0,3.0
Manhattan,Entire home/apt,110.0,15.0,1.0,0.02,1.0,4.0
Brooklyn,Entire home/apt,165.0,3.0,204.0,2.31,1.0,1.0
Brooklyn,Entire home/apt,127.0,180.0,1.0,0.03,1.0,3.0
Brooklyn,Entire home/apt,402.0,3.0,89.0,0.97,1.0,2.0
Manhattan,Private room,85.0,6.0,130.0,1.42,2.0,3.0
Brooklyn,Private room,75.0,7.0,15.0,0.25,3.0,4.0
Manhattan,Entire home/apt,139.0,30.0,52.0,0.6,1.0,5.0
Manhattan,Private room,50.0,3.0,208.0,2.32,1.0,5.0
Manhattan,Entire home/apt,250.0,30.0,7.0,0.08,1.0,5.0
Manhattan,Entire home/apt,300.0,3.0,2.0,0.06,1.0,2.0
Brooklyn,Entire home/apt,800.0,4.0,122.0,1.37,1.0,2.0
Brooklyn,Entire home/apt,100.0,3.0,63.0,0.72,2.0,0.0
Manhattan,Private room,130.0,1.0,107.0,2.38,1.0,4.0
Brooklyn,Entire home/apt,90.0,30.0,3.0,0.05,1.0,3.0
Brooklyn,Private room,97.0,3.0,29.0,1.57,1.0,3.0
Brooklyn,Entire home/apt,91.0,6.0,69.0,0.76,1.0,2.0
Brooklyn,Private room,125.0,3.0,232.0,2.52,1.0,3.0
Manhattan,Entire home/apt,180.0,7.0,24.0,0.26,2.0,5.0
Brooklyn,Entire home/apt,300.0,7.0,0.0,1.3732214298586618,2.0,5.0
Brooklyn,Entire home/apt,100.0,19.0,5.0,0.06,2.0,4.0
Brooklyn,Private room,65.0,4.0,36.0,0.47,2.0,4.0
Manhattan,Entire home/apt,240.0,5.0,94.0,1.1,1.0,2.0
Manhattan,Entire home/apt,385.0,1.0,63.0,0.71,1.0,2.0
Brooklyn,Entire home/apt,110.0,3.0,238.0,2.6,1.0,4.0
Brooklyn,Entire home/apt,100.0,3.0,21.0,0.23,3.0,3.0
Manhattan,Entire home/apt,165.0,2.0,72.0,0.82,1.0,4.0
Brooklyn,Entire home/apt,140.0,3.0,103.0,1.13,1.0,4.0
Brooklyn,Entire home/apt,120.0,6.0,66.0,0.72,2.0,3.0
Brooklyn,Entire home/apt,175.0,3.0,35.0,0.4,1.0,4.0
Brooklyn,Entire home/apt,275.0,31.0,121.0,1.33,1.0,5.0
Manhattan,Entire home/apt,219.0,2.0,129.0,1.42,1.0,5.0
Queens,Private room,65.0,2.0,5.0,0.06,1.0,0.0
Brooklyn,Entire home/apt,250.0,4.0,46.0,0.52,1.0,3.0
Manhattan,Entire home/apt,139.0,30.0,37.0,0.41,1.0,4.0
Manhattan,Entire home/apt,209.0,7.0,14.0,0.16,1.0,4.0
Brooklyn,Entire home/apt,120.0,5.0,37.0,0.45,1.0,3.0
Manhattan,Private room,90.0,3.0,209.0,2.38,1.0,5.0
Manhattan,Entire home/apt,199.0,3.0,4.0,0.07,1.0,4.0
Brooklyn,Private room,50.0,60.0,17.0,0.19,2.0,4.0
Brooklyn,Entire home/apt,157.0,4.0,54.0,0.66,2.0,2.0
Brooklyn,Entire home/apt,199.0,3.0,43.0,0.49,28.0,3.0
Brooklyn,Entire home/apt,199.0,3.0,75.0,0.93,28.0,4.0
Brooklyn,Entire home/apt,199.0,3.0,73.0,0.84,28.0,3.0
Brooklyn,Entire home/apt,199.0,3.0,89.0,1.06,28.0,2.0
Brooklyn,Entire home/apt,199.0,3.0,23.0,0.26,28.0,4.0
Brooklyn,Private room,135.0,28.0,84.0,1.12,6.0,4.0
Brooklyn,Entire home/apt,199.0,3.0,54.0,0.61,28.0,4.0
Manhattan,Entire home/apt,300.0,3.0,36.0,0.47,1.0,5.0
Brooklyn,Private room,75.0,2.0,98.0,1.07,2.0,4.0
Queens,Private room,55.0,1.0,63.0,0.89,2.0,2.0
Brooklyn,Private room,70.0,1.0,2.0,0.05,1.0,3.0
Brooklyn,Entire home/apt,130.0,14.0,23.0,0.25,1.0,2.0
Brooklyn,Private room,75.0,3.0,0.0,1.3732214298586618,1.0,4.0
Manhattan,Entire home/apt,250.0,5.0,152.0,1.69,1.0,4.0
Brooklyn,Entire home/apt,100.0,1.0,119.0,1.39,2.0,0.0
Brooklyn,Entire home/apt,130.0,4.0,9.0,0.1,1.0,3.0
Manhattan,Private room,140.0,2.0,44.0,0.49,1.0,5.0
Brooklyn,Private room,75.0,2.0,158.0,1.77,1.0,5.0
Manhattan,Entire home/apt,90.0,3.0,51.0,0.57,1.0,5.0
Manhattan,Entire home/apt,295.0,1.0,0.0,1.3732214298586618,1.0,2.0
Manhattan,Entire home/apt,150.0,2.0,11.0,0.13,1.0,1.0
Brooklyn,Entire home/apt,180.0,3.0,236.0,2.74,2.0,4.0
Brooklyn,Private room,65.0,5.0,123.0,1.42,1.0,4.0
Manhattan,Private room,99.0,3.0,14.0,0.22,1.0,5.0
Brooklyn,Private room,149.0,14.0,65.0,0.73,1.0,3.0
Staten Island,Private room,59.0,1.0,50.0,0.56,1.0,4.0
Manhattan,Private room,75.0,3.0,33.0,0.39,3.0,2.0
Manhattan,Private room,75.0,3.0,30.0,0.35,3.0,1.0
Brooklyn,Private room,75.0,3.0,13.0,0.15,1.0,3.0
Manhattan,Entire home/apt,109.0,30.0,18.0,0.2,5.0,2.0
Brooklyn,Entire home/apt,225.0,4.0,1.0,0.01,1.0,3.0
Manhattan,Private room,86.0,3.0,216.0,2.44,1.0,5.0
Queens,Private room,52.0,2.0,98.0,1.09,1.0,3.0
Brooklyn,Private room,100.0,2.0,61.0,0.86,1.0,2.0
Manhattan,Entire home/apt,99.0,30.0,13.0,0.34,9.0,5.0
Manhattan,Private room,89.0,3.0,136.0,1.52,1.0,3.0
Brooklyn,Entire home/apt,135.0,2.0,39.0,0.47,2.0,4.0
Manhattan,Entire home/apt,199.0,14.0,65.0,0.73,1.0,1.0
Brooklyn,Entire home/apt,89.0,3.0,62.0,0.71,1.0,5.0
Manhattan,Private room,110.0,3.0,47.0,0.57,1.0,1.0
Brooklyn,Entire home/apt,120.0,2.0,42.0,0.48,1.0,5.0
Brooklyn,Private room,59.0,3.0,207.0,2.29,2.0,3.0
Brooklyn,Private room,49.0,4.0,72.0,0.81,2.0,3.0
Brooklyn,Private room,79.0,14.0,22.0,0.25,1.0,2.0
Manhattan,Entire home/apt,135.0,30.0,25.0,0.28,1.0,5.0
Brooklyn,Entire home/apt,185.0,2.0,215.0,2.42,1.0,5.0
Manhattan,Entire home/apt,115.0,3.0,18.0,0.21,1.0,0.0
Brooklyn,Private room,95.0,2.0,160.0,1.8,2.0,2.0
Manhattan,Entire home/apt,499.0,30.0,64.0,0.72,1.0,1.0
Brooklyn,Private room,75.0,2.0,219.0,2.44,2.0,5.0
Manhattan,Private room,109.0,1.0,66.0,0.94,1.0,5.0
Manhattan,Entire home/apt,219.0,4.0,102.0,1.15,2.0,4.0
Manhattan,Entire home/apt,159.0,2.0,32.0,0.47,1.0,5.0
Brooklyn,Private room,180.0,3.0,15.0,0.18,6.0,0.0
Manhattan,Entire home/apt,106.0,3.0,12.0,0.14,1.0,3.0
Manhattan,Entire home/apt,299.0,10.0,19.0,0.27,1.0,4.0
Manhattan,Entire home/apt,179.0,3.0,297.0,3.37,1.0,1.0
Brooklyn,Entire home/apt,165.0,3.0,12.0,0.13,1.0,1.0
Manhattan,Entire home/apt,250.0,15.0,9.0,0.1,1.0,2.0
Manhattan,Private room,87.0,7.0,46.0,0.62,2.0,1.0
Brooklyn,Private room,79.0,4.0,42.0,0.47,2.0,5.0
Manhattan,Private room,75.0,2.0,118.0,2.11,3.0,5.0
Manhattan,Private room,80.0,1.0,15.0,0.21,1.0,2.0
Brooklyn,Entire home/apt,115.0,3.0,64.0,0.72,4.0,5.0
Brooklyn,Entire home/apt,115.0,3.0,51.0,0.58,4.0,4.0
Brooklyn,Entire home/apt,120.0,3.0,79.0,0.88,4.0,5.0
Manhattan,Private room,125.0,3.0,202.0,2.29,1.0,1.0
Manhattan,Private room,95.0,6.0,62.0,0.76,2.0,1.0
Manhattan,Entire home/apt,121.0,1.0,16.0,0.19,2.0,3.0
Manhattan,Entire home/apt,350.0,4.0,24.0,0.27,1.0,4.0
Manhattan,Private room,75.0,2.0,77.0,0.88,2.0,2.0
Manhattan,Private room,95.0,5.0,110.0,1.27,2.0,5.0
Manhattan,Private room,89.0,1.0,56.0,0.64,1.0,5.0
Manhattan,Private room,195.0,1.0,7.0,0.08,1.0,5.0
Manhattan,Entire home/apt,189.0,3.0,265.0,2.99,2.0,3.0
Brooklyn,Entire home/apt,178.0,30.0,8.0,0.1,1.0,2.0
Brooklyn,Entire home/apt,145.0,14.0,46.0,0.52,1.0,2.0
Brooklyn,Entire home/apt,125.0,5.0,6.0,0.08,1.0,3.0
