neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,ng_Brooklyn,ng_Manhattan,ng_Queens,ng_Staten Island,rt_Private room,rt_Shared room
Jamaica,25,1,44,9.23,1,41,0,0,1,0,1,0
West Village,160,30,8,0.71,1,156,0,1,0,0,0,0
Financial District,155,30,1,0.03,96,335,0,1,0,0,0,0
Harlem,89,2,10,2.01,2,127,0,1,0,0,1,0
Forest Hills,99,2,0,1.3732214298586618,6,187,0,0,1,0,1,0
Bedford-Stuyvesant,160,2,22,4.71,1,289,1,0,0,0,0,0
Bedford-Stuyvesant,105,5,227,2.79,2,234,1,0,0,0,0,0
Harlem,100,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
East Flatbush,37,1,51,9.56,1,341,1,0,0,0,1,0
Financial District,175,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
Long Island City,160,2,2,0.11,1,0,0,0,1,0,0,0
Williamsburg,100,5,3,0.07,1,0,1,0,0,0,0,0
Nolita,249,3,0,1.3732214298586618,1,85,0,1,0,0,0,0
East Harlem,78,10,13,1.83,1,68,0,1,0,0,1,0
Bushwick,35,1,8,0.44,1,76,1,0,0,0,1,0
Boerum Hill,150,2,19,1.13,1,1,1,0,0,0,0,0
Flatbush,70,3,0,1.3732214298586618,1,38,1,0,0,0,1,0
Williamsburg,55,1,1,0.02,1,0,1,0,0,0,1,0
Fort Greene,495,5,10,0.27,2,21,1,0,0,0,0,0
Bedford-Stuyvesant,80,5,1,0.05,1,0,1,0,0,0,0,0
Williamsburg,80,5,0,1.3732214298586618,1,38,1,0,0,0,1,0
Morningside Heights,130,2,56,1.9,1,0,0,1,0,0,0,0
Prospect Heights,225,3,29,0.58,1,56,1,0,0,0,0,0
Bedford-Stuyvesant,179,30,0,1.3732214298586618,21,274,1,0,0,0,0,0
Bushwick,85,1,19,0.72,2,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,78,3,53,3.77,1,74,1,0,0,0,0,0
Greenpoint,75,4,2,0.26,1,0,1,0,0,0,1,0
Greenwich Village,165,3,14,0.69,1,0,0,1,0,0,0,0
East Flatbush,80,1,14,1.49,1,0,1,0,0,0,0,0
Bushwick,60,5,18,0.77,1,66,1,0,0,0,1,0
Bedford-Stuyvesant,49,7,5,0.23,1,56,1,0,0,0,1,0
Bushwick,37,4,0,1.3732214298586618,6,29,1,0,0,0,1,0
Clinton Hill,90,4,0,1.3732214298586618,2,0,1,0,0,0,1,0
Midtown,130,2,128,1.88,1,294,0,1,0,0,1,0
Upper East Side,1200,5,43,0.9,1,309,0,1,0,0,0,0
Upper East Side,150,2,6,0.54,1,0,0,1,0,0,0,0
Williamsburg,65,1,35,0.88,1,0,1,0,0,0,1,0
Upper East Side,345,7,15,1.92,1,21,0,1,0,0,0,0
SoHo,265,4,95,1.31,1,257,0,1,0,0,0,0
Bedford-Stuyvesant,55,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
East Village,140,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Hell's Kitchen,140,3,2,1.25,3,85,0,1,0,0,1,0
Sunset Park,35,7,0,1.3732214298586618,1,0,1,0,0,0,1,0
Bedford-Stuyvesant,80,2,3,0.26,4,82,1,0,0,0,1,0
Canarsie,167,2,102,4.27,1,294,1,0,0,0,0,0
Astoria,70,5,3,2.43,1,69,0,0,1,0,1,0
Harlem,100,1,1,0.21,1,90,0,1,0,0,0,1
Williamsburg,450,2,11,0.13,1,0,1,0,0,0,0,0
Astoria,50,1,1,0.02,1,0,0,0,1,0,1,0
Morningside Heights,70,3,16,0.7,1,0,0,1,0,0,1,0
Corona,52,1,45,1.27,1,57,0,0,1,0,1,0
Kensington,50,1,1,0.06,1,0,1,0,0,0,1,0
Financial District,214,2,11,2.97,327,304,0,1,0,0,0,0
Theater District,100,1,6,2.61,9,289,0,1,0,0,1,0
Crown Heights,75,2,13,0.47,1,354,1,0,0,0,1,0
Greenpoint,37,1,58,2.34,2,152,1,0,0,0,1,0
Financial District,100,8,1,0.16,1,0,0,1,0,0,1,0
East Harlem,60,1,1,0.02,1,0,0,1,0,0,1,0
Sunnyside,50,1,1,0.02,1,0,0,0,1,0,1,0
Sunnyside,35,30,0,1.3732214298586618,103,191,0,0,1,0,1,0
Williamsburg,70,2,31,0.44,2,20,1,0,0,0,1,0
West Village,258,3,57,1.1,1,320,0,1,0,0,0,0
Theater District,100,1,0,1.3732214298586618,13,353,0,1,0,0,1,0
Bedford-Stuyvesant,79,3,37,0.94,7,358,1,0,0,0,1,0
Williamsburg,80,30,29,0.4,1,222,1,0,0,0,0,0
Lower East Side,200,3,100,1.06,1,191,0,1,0,0,0,0
Gowanus,129,1,120,2.73,2,275,1,0,0,0,0,0
Bedford-Stuyvesant,185,3,213,4.14,3,298,1,0,0,0,0,0
Bedford-Stuyvesant,79,2,198,2.66,1,250,1,0,0,0,0,0
Upper East Side,129,1,1,1.0,1,147,0,1,0,0,1,0
Long Island City,250,3,1,1.0,1,353,0,0,1,0,0,0
Bushwick,50,2,16,1.14,1,0,1,0,0,0,1,0
Financial District,190,1,3,0.06,1,0,0,1,0,0,0,0
Upper East Side,65,7,4,0.13,1,0,0,1,0,0,1,0
Prospect Heights,69,14,7,0.33,3,0,1,0,0,0,1,0
Flatbush,60,2,17,0.72,1,9,1,0,0,0,1,0
Upper West Side,140,2,2,0.04,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,110,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
East Village,295,5,1,1.0,1,141,0,1,0,0,0,0
Hell's Kitchen,2200,2,6,0.35,3,217,0,1,0,0,0,0
West Village,156,4,79,0.74,1,307,0,1,0,0,1,0
Upper West Side,250,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bushwick,68,1,1,0.02,1,0,1,0,0,0,1,0
East Harlem,70,30,2,0.36,103,219,0,1,0,0,0,0
Crown Heights,65,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Financial District,270,30,0,1.3732214298586618,87,190,0,1,0,0,0,0
Flushing,60,1,112,7.55,2,84,0,0,1,0,1,0
Richmond Hill,60,1,3,1.76,1,364,0,0,1,0,1,0
Ridgewood,35,5,0,1.3732214298586618,1,321,0,0,1,0,1,0
Williamsburg,45,3,1,0.22,1,0,1,0,0,0,1,0
Washington Heights,50,2,3,0.1,1,0,0,1,0,0,1,0
Bushwick,60,1,6,5.14,1,52,1,0,0,0,1,0
Crown Heights,150,1,0,1.3732214298586618,1,177,1,0,0,0,1,0
Williamsburg,215,3,14,0.33,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,65,2,22,1.64,34,289,1,0,0,0,1,0
Bedford-Stuyvesant,89,3,2,0.16,1,176,1,0,0,0,1,0
Bedford-Stuyvesant,130,3,6,2.09,1,292,1,0,0,0,0,0
Midtown,115,8,24,0.69,1,196,0,1,0,0,0,0
Upper West Side,39,4,2,0.05,1,53,0,1,0,0,1,0
Prospect-Lefferts Gardens,94,3,98,2.71,1,94,1,0,0,0,0,0
SoHo,150,5,1,0.43,1,97,0,1,0,0,1,0
Bedford-Stuyvesant,50,3,4,0.11,1,0,1,0,0,0,1,0
Bushwick,90,1,40,0.68,1,0,1,0,0,0,0,0
Park Slope,181,2,238,4.57,1,302,1,0,0,0,0,0
Crown Heights,50,3,7,0.31,1,249,1,0,0,0,1,0
Flushing,100,1,0,1.3732214298586618,7,71,0,0,1,0,1,0
Williamsburg,350,2,22,1.15,1,132,1,0,0,0,0,0
Williamsburg,100,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Midtown,175,7,1,0.03,1,0,0,1,0,0,0,0
Bushwick,149,3,70,2.51,3,170,1,0,0,0,0,0
Rego Park,40,3,14,2.07,4,8,0,0,1,0,1,0
Kips Bay,180,30,0,1.3732214298586618,5,327,0,1,0,0,0,0
Hell's Kitchen,120,10,2,0.91,1,0,0,1,0,0,0,0
Williamsburg,120,1,124,1.46,1,292,1,0,0,0,1,0
South Slope,120,7,0,1.3732214298586618,3,0,1,0,0,0,1,0
Concourse,85,1,9,0.18,1,342,0,0,0,0,1,0
Astoria,200,2,1,0.05,1,0,0,0,1,0,0,0
Washington Heights,89,6,5,0.31,3,90,0,1,0,0,1,0
Greenpoint,109,30,6,0.2,8,176,1,0,0,0,0,0
Financial District,130,30,0,1.3732214298586618,1,146,0,1,0,0,0,0
Upper East Side,303,7,29,0.46,1,3,0,1,0,0,0,0
Chelsea,115,55,11,1.31,1,204,0,1,0,0,1,0
Hell's Kitchen,239,30,1,0.04,121,365,0,1,0,0,0,0
Nolita,250,1,2,0.05,2,0,0,1,0,0,1,0
Lower East Side,110,1,1,0.02,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,140,2,0,1.3732214298586618,2,112,1,0,0,0,0,0
Manhattan Beach,130,2,73,2.15,1,330,1,0,0,0,0,0
Harlem,50,3,1,0.03,1,0,0,1,0,0,0,0
Upper East Side,400,1,0,1.3732214298586618,1,179,0,1,0,0,0,0
Ditmars Steinway,40,20,1,1.0,1,156,0,0,1,0,1,0
Lower East Side,140,3,4,0.17,1,0,0,1,0,0,0,0
Upper West Side,300,30,7,0.85,25,312,0,1,0,0,0,0
Bushwick,33,2,9,0.19,1,0,1,0,0,0,1,0
Chelsea,200,1,60,0.78,1,260,0,1,0,0,0,0
Midtown,240,1,1,0.02,1,0,0,1,0,0,0,0
Morningside Heights,80,1,28,3.53,3,8,0,1,0,0,1,0
NoHo,250,10,1,0.79,1,18,0,1,0,0,0,0
Greenpoint,95,3,2,0.11,1,23,1,0,0,0,1,0
Upper East Side,200,2,8,0.5,2,3,0,1,0,0,0,0
Williamsburg,255,3,97,2.37,1,230,1,0,0,0,0,0
Harlem,79,1,1,0.26,7,60,0,1,0,0,1,0
Bedford-Stuyvesant,93,1,0,1.3732214298586618,1,77,1,0,0,0,1,0
Forest Hills,50,3,30,1.28,3,220,0,0,1,0,1,0
Nolita,295,5,36,1.4,1,16,0,1,0,0,0,0
Greenwich Village,79,1,161,4.43,1,125,0,1,0,0,1,0
Lower East Side,106,1,9,0.39,1,364,0,1,0,0,0,0
Flatbush,90,1,3,0.06,1,0,1,0,0,0,0,0
Long Island City,70,3,90,2.6,1,24,0,0,1,0,1,0
Greenpoint,50,2,30,0.42,3,249,1,0,0,0,1,0
East Village,240,3,7,1.79,1,99,0,1,0,0,0,0
East Village,100,3,18,0.5,1,20,0,1,0,0,0,0
Harlem,71,3,211,3.72,1,6,0,1,0,0,1,0
Bedford-Stuyvesant,55,3,10,0.25,1,0,1,0,0,0,1,0
East Flatbush,80,90,23,1.38,1,156,1,0,0,0,0,0
Hell's Kitchen,250,31,0,1.3732214298586618,5,322,0,1,0,0,0,0
Queens Village,35,2,5,0.18,2,0,0,0,1,0,1,0
Washington Heights,48,2,53,2.48,1,242,0,1,0,0,1,0
Crown Heights,90,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Crown Heights,175,1,121,3.17,1,7,1,0,0,0,0,0
East Harlem,89,1,2,0.11,1,0,0,1,0,0,0,0
Upper West Side,95,1,26,1.04,2,0,0,1,0,0,1,0
Bushwick,84,2,115,5.92,2,6,1,0,0,0,0,0
Prospect-Lefferts Gardens,125,3,56,2.42,1,19,1,0,0,0,0,0
Little Italy,65,5,19,0.67,1,89,0,1,0,0,0,1
Harlem,120,5,1,0.09,1,34,0,1,0,0,0,0
Flatlands,40,2,10,2.34,2,43,1,0,0,0,1,0
Flatbush,61,3,2,0.16,2,138,1,0,0,0,0,0
Bushwick,159,4,2,2.0,1,28,1,0,0,0,0,0
Williamsburg,64,2,2,0.06,1,0,1,0,0,0,1,0
West Village,145,3,11,0.34,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,140,28,0,1.3732214298586618,4,173,1,0,0,0,0,0
Ridgewood,65,3,5,0.09,1,0,0,0,1,0,1,0
Chelsea,225,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Jamaica,75,2,1,0.58,1,180,0,0,1,0,1,0
Astoria,250,14,2,0.32,1,341,0,0,1,0,0,0
East Village,75,4,5,1.9,1,33,0,1,0,0,1,0
Bushwick,40,2,21,2.08,5,343,1,0,0,0,1,0
Flushing,82,1,2,0.31,5,85,0,0,1,0,1,0
Kips Bay,129,2,47,0.55,1,177,0,1,0,0,0,0
Fort Greene,120,2,21,0.56,1,0,1,0,0,0,0,0
Park Slope,40,7,0,1.3732214298586618,1,0,1,0,0,0,1,0
Chelsea,750,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Washington Heights,35,4,67,3.61,1,2,0,1,0,0,1,0
St. George,150,4,0,1.3732214298586618,6,0,0,0,0,1,0,0
Bushwick,40,7,5,0.11,1,0,1,0,0,0,1,0
East Village,190,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Washington Heights,60,1,3,0.07,1,0,0,1,0,0,1,0
Gowanus,75,30,0,1.3732214298586618,1,0,1,0,0,0,1,0
Harlem,90,1,5,0.11,1,0,0,1,0,0,1,0
Upper East Side,39,1,5,0.12,1,0,0,1,0,0,1,0
Williamsburg,139,4,12,0.31,2,0,1,0,0,0,0,0
Clinton Hill,225,2,1,0.07,1,0,1,0,0,0,0,0
Murray Hill,148,14,0,1.3732214298586618,1,0,0,1,0,0,0,0
Brooklyn Heights,200,3,80,0.85,2,106,1,0,0,0,0,0
East Flatbush,175,3,71,2.23,1,162,1,0,0,0,0,0
Cypress Hills,39,4,2,0.07,6,0,1,0,0,0,1,0
Chelsea,175,1,6,0.13,1,0,0,1,0,0,0,0
East Village,250,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Hell's Kitchen,159,1,1,1.0,5,292,0,1,0,0,1,0
Boerum Hill,135,4,6,0.1,1,0,1,0,0,0,0,0
Two Bridges,50,7,3,0.12,1,0,0,1,0,0,1,0
Midtown,320,1,7,7.0,1,121,0,1,0,0,0,0
Upper West Side,209,1,6,2.81,10,288,0,1,0,0,1,0
Williamsburg,160,3,13,0.35,2,0,1,0,0,0,0,0
Boerum Hill,200,2,2,0.06,1,0,1,0,0,0,0,0
Williamsburg,100,14,10,0.24,1,249,1,0,0,0,0,0
Windsor Terrace,100,29,2,0.22,1,59,1,0,0,0,0,0
Upper East Side,217,3,2,1.67,1,235,0,1,0,0,0,0
Nolita,179,2,0,1.3732214298586618,1,311,0,1,0,0,0,0
Gowanus,100,2,1,1.0,1,61,1,0,0,0,1,0
Chelsea,200,30,7,0.49,39,311,0,1,0,0,0,0
Hell's Kitchen,150,10,58,0.49,1,75,0,1,0,0,0,0
Bedford-Stuyvesant,79,2,18,2.1,1,74,1,0,0,0,1,0
Washington Heights,45,1,1,0.07,4,90,0,1,0,0,1,0
Stuyvesant Town,189,2,5,0.48,1,0,0,1,0,0,0,0
Forest Hills,120,2,0,1.3732214298586618,1,35,0,0,1,0,1,0
Washington Heights,41,1,1,0.02,1,0,0,1,0,0,0,1
Bushwick,30,3,0,1.3732214298586618,3,100,1,0,0,0,1,0
East Village,120,2,0,1.3732214298586618,1,0,0,1,0,0,1,0
Bedford-Stuyvesant,89,3,0,1.3732214298586618,1,0,1,0,0,0,0,0
Jamaica,65,3,1,0.04,1,362,0,0,1,0,1,0
Chelsea,225,3,3,0.24,1,0,0,1,0,0,0,0
Bushwick,100,1,1,0.09,1,0,1,0,0,0,0,0
Crown Heights,62,1,69,2.83,12,65,1,0,0,0,1,0
Williamsburg,160,2,1,0.41,1,350,1,0,0,0,0,0
Upper East Side,55,1,66,9.12,2,309,0,1,0,0,0,1
Midtown,145,2,146,1.94,1,148,0,1,0,0,0,0
Midtown,175,3,5,0.51,1,230,0,1,0,0,0,0
Gowanus,51,1,0,1.3732214298586618,3,333,1,0,0,0,1,0
Williamsburg,250,7,10,0.45,1,5,1,0,0,0,0,0
Greenpoint,150,3,0,1.3732214298586618,1,0,1,0,0,0,0,0
Carroll Gardens,325,4,12,0.2,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,225,3,34,1.52,1,258,1,0,0,0,0,0
Midtown,186,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
East Flatbush,50,6,0,1.3732214298586618,1,100,1,0,0,0,1,0
Crown Heights,75,4,6,0.16,1,0,1,0,0,0,0,0
Upper East Side,135,4,105,1.56,1,267,0,1,0,0,0,0
Astoria,65,1,23,7.26,2,334,0,0,1,0,1,0
Chinatown,1500,1,0,1.3732214298586618,1,365,0,1,0,0,0,0
Washington Heights,120,2,1,0.07,1,210,0,1,0,0,0,0
Upper West Side,225,3,2,0.04,1,0,0,1,0,0,0,0
Bushwick,55,1,4,0.19,26,365,1,0,0,0,1,0
Flatbush,75,4,2,0.32,3,188,1,0,0,0,1,0
Washington Heights,90,3,3,0.41,1,82,0,1,0,0,1,0
Highbridge,240,1,22,1.4,3,1,0,0,0,0,0,0
Upper East Side,840,4,2,0.31,2,24,0,1,0,0,0,0
Hell's Kitchen,65,1,55,4.19,8,204,0,1,0,0,0,1
Bushwick,45,1,2,0.39,1,0,1,0,0,0,1,0
Williamsburg,175,3,122,3.37,2,128,1,0,0,0,0,0
Upper West Side,220,1,4,0.08,1,0,0,1,0,0,0,0
Upper East Side,143,2,88,4.9,1,29,0,1,0,0,0,0
Bushwick,45,2,1,0.02,2,0,1,0,0,0,1,0
East Village,72,1,134,4.69,2,251,0,1,0,0,1,0
Washington Heights,75,2,20,4.88,1,223,0,1,0,0,1,0
Bedford-Stuyvesant,170,2,0,1.3732214298586618,4,89,1,0,0,0,0,0
Upper West Side,190,30,9,0.43,25,334,0,1,0,0,0,0
Windsor Terrace,60,1,19,1.37,2,85,1,0,0,0,1,0
Williamsburg,161,2,21,0.48,3,2,1,0,0,0,0,0
Midtown,200,6,23,2.23,1,89,0,1,0,0,0,0
West Village,200,2,3,0.27,1,0,0,1,0,0,0,0
Kips Bay,184,29,0,1.3732214298586618,96,7,0,1,0,0,0,0
Kensington,149,1,9,0.21,6,365,1,0,0,0,1,0
Midtown,239,4,132,3.39,2,242,0,1,0,0,0,0
Upper East Side,220,5,0,1.3732214298586618,1,77,0,1,0,0,0,0
Midtown,106,7,10,10.0,1,0,0,1,0,0,0,0
Concourse,54,1,16,0.99,1,69,0,0,0,0,1,0
Crown Heights,57,1,32,1.38,2,95,1,0,0,0,1,0
Prospect-Lefferts Gardens,135,3,3,0.16,1,0,1,0,0,0,0,0
Chinatown,91,1,1,0.02,1,0,0,1,0,0,1,0
West Village,290,3,59,1.67,1,256,0,1,0,0,0,0
Williamsburg,69,14,1,0.02,2,0,1,0,0,0,1,0
Greenpoint,159,3,32,1.67,1,56,1,0,0,0,0,0
Far Rockaway,50,1,18,1.79,1,71,0,0,1,0,1,0
Morningside Heights,99,30,9,0.14,1,0,0,1,0,0,0,0
Fort Greene,48,30,0,1.3732214298586618,25,189,1,0,0,0,1,0
Ditmars Steinway,80,7,15,0.41,1,0,0,0,1,0,0,0
Williamsbridge,33,3,1,0.09,1,365,0,0,0,0,1,0
Financial District,289,30,0,1.3732214298586618,232,341,0,1,0,0,0,0
Upper East Side,340,30,0,1.3732214298586618,2,332,0,1,0,0,0,0
East Elmhurst,45,4,17,0.79,1,314,0,0,1,0,1,0
Park Slope,115,3,1,1.0,1,29,1,0,0,0,0,0
City Island,125,2,23,1.89,1,155,0,0,0,0,0,0
Upper West Side,325,1,43,1.12,1,223,0,1,0,0,0,0
Hell's Kitchen,369,1,2,0.22,3,365,0,1,0,0,0,0
Clinton Hill,191,1,42,5.94,4,28,1,0,0,0,0,0
Jamaica,200,1,0,1.3732214298586618,1,168,0,0,1,0,1,0
Financial District,209,3,12,2.2,5,107,0,1,0,0,0,0
East Village,180,7,1,0.02,1,0,0,1,0,0,0,0
Williamsburg,60,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Greenpoint,55,1,21,7.33,2,47,1,0,0,0,1,0
Harlem,120,30,0,1.3732214298586618,1,0,0,1,0,0,0,0
Prospect-Lefferts Gardens,105,1,2,0.08,1,0,1,0,0,0,0,0
Upper West Side,220,2,3,0.62,1,36,0,1,0,0,0,0
Astoria,299,2,9,1.6,1,354,0,0,1,0,0,0
SoHo,120,1,24,0.71,4,89,0,1,0,0,1,0
Red Hook,81,1,7,0.66,2,48,1,0,0,0,1,0
West Village,650,30,0,1.3732214298586618,1,277,0,1,0,0,0,0
Williamsburg,60,5,72,2.35,1,7,1,0,0,0,1,0
Navy Yard,215,4,99,2.09,1,0,1,0,0,0,0,0
Bushwick,50,91,42,0.85,8,218,1,0,0,0,1,0
Morningside Heights,85,3,9,0.83,2,142,0,1,0,0,1,0
Crown Heights,65,7,0,1.3732214298586618,3,59,1,0,0,0,1,0
Midtown,300,30,1,1.0,14,333,0,1,0,0,0,0
East Harlem,125,1,2,0.04,1,0,0,1,0,0,0,0
Harlem,69,14,3,0.12,1,0,0,1,0,0,1,0
Murray Hill,204,29,0,1.3732214298586618,327,326,0,1,0,0,0,0
Midtown,150,30,9,0.26,91,206,0,1,0,0,0,0
Clinton Hill,125,2,5,0.19,4,350,1,0,0,0,1,0
Glendale,35,1,89,5.31,6,256,0,0,1,0,1,0
Harlem,150,5,16,3.22,1,3,0,1,0,0,0,0
Bushwick,50,2,2,0.11,1,0,1,0,0,0,1,0
Flushing,116,2,55,2.19,10,361,0,0,1,0,1,0
Crown Heights,40,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Upper East Side,265,2,6,0.18,1,364,0,1,0,0,0,0
Williamsburg,59,4,0,1.3732214298586618,2,297,1,0,0,0,1,0
East Harlem,45,1,6,0.21,1,0,0,1,0,0,0,1
Upper East Side,200,1,30,6.0,1,2,0,1,0,0,0,0
Maspeth,70,24,0,1.3732214298586618,1,52,0,0,1,0,0,0
Harlem,85,1,1,0.11,1,90,0,1,0,0,0,1
Harlem,80,2,10,0.32,1,8,0,1,0,0,1,0
Williamsburg,85,3,93,1.9,1,13,1,0,0,0,0,0
Crown Heights,2500,1,1,0.94,2,168,1,0,0,0,0,0
Bushwick,102,1,44,1.3,1,38,1,0,0,0,0,0
Kips Bay,102,1,3,0.07,1,0,0,1,0,0,0,0
Harlem,115,1,8,0.16,1,0,0,1,0,0,0,0
Midtown,450,3,0,1.3732214298586618,1,339,0,1,0,0,1,0
Windsor Terrace,65,1,35,1.57,2,130,1,0,0,0,1,0
Washington Heights,100,30,13,0.18,1,219,0,1,0,0,0,0
Prospect Heights,150,3,11,0.14,1,0,1,0,0,0,0,0
St. George,100,1,1,1.0,2,365,0,0,0,1,1,0
Windsor Terrace,150,7,0,1.3732214298586618,1,0,1,0,0,0,0,0
Stuyvesant Town,120,3,2,0.32,1,0,0,1,0,0,1,0
Ridgewood,45,30,1,0.77,8,331,0,0,1,0,1,0
Upper West Side,95,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Lower East Side,80,1,4,0.11,1,0,0,1,0,0,0,0
Woodhaven,50,1,4,4.0,8,283,0,0,1,0,1,0
Gowanus,64,7,1,0.02,1,0,1,0,0,0,1,0
Williamsburg,100,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
Bath Beach,180,3,46,1.68,1,334,1,0,0,0,0,0
Upper West Side,125,2,0,1.3732214298586618,1,0,0,1,0,0,1,0
Greenwich Village,190,1,20,0.33,1,0,0,1,0,0,0,0
Financial District,179,29,0,1.3732214298586618,96,333,0,1,0,0,0,0
Williamsburg,149,6,7,0.96,1,4,1,0,0,0,0,0
Greenpoint,54,6,0,1.3732214298586618,1,15,1,0,0,0,1,0
Jamaica,68,3,16,0.47,2,359,0,0,1,0,1,0
Crown Heights,50,30,5,0.93,2,0,1,0,0,0,1,0
Williamsburg,60,3,1,0.02,1,0,1,0,0,0,1,0
Upper West Side,125,1,180,4.88,3,125,0,1,0,0,0,0
Long Island City,75,2,67,4.93,1,11,0,0,1,0,1,0
Harlem,25,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Williamsburg,170,1,141,3.05,1,28,1,0,0,0,0,0
Jamaica,40,1,70,5.07,3,90,0,0,1,0,1,0
Bedford-Stuyvesant,45,2,48,2.81,2,12,1,0,0,0,1,0
Mott Haven,100,5,13,0.58,2,14,0,0,0,0,0,0
Williamsburg,250,3,19,0.57,1,7,1,0,0,0,0,0
St. George,58,3,93,2.1,1,279,0,0,0,1,1,0
SoHo,225,2,9,0.49,1,6,0,1,0,0,0,0
Nolita,275,2,32,1.14,3,41,0,1,0,0,0,0
Nolita,80,2,1,0.02,1,0,0,1,0,0,1,0
Bushwick,30,3,2,0.07,1,0,1,0,0,0,1,0
Midtown,150,2,13,0.36,1,69,0,1,0,0,0,0
Upper West Side,175,7,2,0.09,1,0,0,1,0,0,0,0
Greenwich Village,161,21,0,1.3732214298586618,1,0,0,1,0,0,0,0
Harlem,170,2,17,0.18,2,88,0,1,0,0,1,0
Crown Heights,63,1,66,2.68,12,39,1,0,0,0,1,0
Williamsburg,57,2,1,0.03,1,0,1,0,0,0,1,0
Brooklyn Heights,120,1,18,1.42,2,75,1,0,0,0,1,0
Washington Heights,45,10,0,1.3732214298586618,1,0,0,1,0,0,1,0
Bushwick,55,3,49,1.9,3,13,1,0,0,0,1,0
Longwood,130,2,62,2.19,1,36,0,0,0,0,0,0
East Elmhurst,45,7,30,0.56,1,115,0,0,1,0,1,0
Williamsburg,169,5,1,0.04,3,0,1,0,0,0,0,0
Bay Terrace,184,3,146,2.46,1,143,0,0,1,0,0,0
Kips Bay,39,2,0,1.3732214298586618,3,324,0,1,0,0,0,1
Williamsburg,60,30,16,0.28,2,190,1,0,0,0,1,0
Maspeth,55,2,9,2.35,1,180,0,0,1,0,1,0
Williamsburg,189,1,52,2.88,2,0,1,0,0,0,0,0
Bushwick,68,3,1,0.03,1,0,1,0,0,0,0,0
Williamsburg,70,3,69,1.13,1,142,1,0,0,0,1,0
Midtown,399,3,0,1.3732214298586618,1,148,0,1,0,0,0,0
Flatbush,80,2,0,1.3732214298586618,1,88,1,0,0,0,1,0
Prospect-Lefferts Gardens,55,2,8,6.49,2,22,1,0,0,0,1,0
Park Slope,65,60,2,0.03,1,0,1,0,0,0,1,0
Murray Hill,239,1,8,4.53,1,140,0,1,0,0,0,0
Upper West Side,230,1,161,3.39,1,347,0,1,0,0,0,0
West Village,459,30,0,1.3732214298586618,232,293,0,1,0,0,0,0
Williamsburg,57,7,14,0.39,2,0,1,0,0,0,1,0
South Slope,77,3,4,0.14,1,0,1,0,0,0,0,0
Lower East Side,120,2,1,0.06,2,0,0,1,0,0,1,0
Carroll Gardens,150,6,2,0.03,1,0,1,0,0,0,0,0
Elmhurst,37,30,1,0.25,103,252,0,0,1,0,1,0
Williamsburg,175,3,0,1.3732214298586618,1,365,1,0,0,0,1,0
Flatbush,39,7,13,0.3,4,346,1,0,0,0,1,0
Park Slope,181,1,3,0.12,1,0,1,0,0,0,0,0
Harlem,60,21,2,0.43,1,35,0,1,0,0,1,0
Bedford-Stuyvesant,65,7,0,1.3732214298586618,1,0,1,0,0,0,1,0
Williamsburg,4500,30,0,1.3732214298586618,1,365,1,0,0,0,0,0
Lower East Side,170,1,16,0.63,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,225,3,230,3.31,1,259,1,0,0,0,0,0
Gramercy,150,5,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,175,1,5,0.1,2,0,1,0,0,0,0,0
Williamsburg,120,6,62,0.7,2,15,1,0,0,0,1,0
Kensington,86,2,0,1.3732214298586618,1,365,1,0,0,0,1,0
Murray Hill,800,2,12,1.4,1,220,0,1,0,0,0,1
Fort Greene,198,2,2,2.0,1,11,1,0,0,0,0,0
Harlem,90,30,1,0.67,1,209,0,1,0,0,0,0
Williamsburg,100,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Port Morris,28,1,4,2.07,7,64,0,0,0,0,0,1
